mp_id,formula,band_gap,Ef_eV_atom,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-27537,Na2TeO4,1.8037,-1.809936480453611,Na2 Te1 O4,8.0,52.0,44.0,15.142857142857142,10.530612244897961,8.0,2.0,90.0,88.0,63.142857142857146,34.93877551020408,87.0,15.9994,127.6,111.6006,33.939591222857146,26.76011679346939,15.9994,54.8,722.66,667.86,240.51428571428573,212.24489795918367,54.8,1.0,16.0,15.0,11.714285714285714,6.122448979591837,16.0,2.0,5.0,3.0,2.7142857142857144,0.8163265306122449,2.0,66.0,166.0,100.0,104.85714285714286,44.40816326530613,66.0,0.93,3.44,2.51,2.531428571428571,1.0383673469387755,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244898,4.0,0.0,10.0,10.0,1.4285714285714286,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.0,2.857142857142857,6.0,0.0,1.0,1.0,0.2857142857142857,0.40816326530612246,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122449,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,9.105,34.7633333333,25.658333333299996,18.52428571427143,10.764897959167346,9.105,0.0,0.464,0.464,0.0662857142857143,0.11363265306122451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,94.0,93.71428571428571,12.0
mp-19413,AlWO4,2.2527,-2.63203482,Al1 W1 O4,8.0,74.0,66.0,19.833333333333332,18.055555555555554,8.0,51.0,87.0,36.0,78.66666666666667,11.111111111111109,87.0,15.9994,183.84,167.8406,45.80318976666666,46.01227007777777,15.9994,54.8,3695.0,3640.2,807.945,1004.1933333333333,54.8,6.0,16.0,10.0,13.833333333333334,2.888888888888889,16.0,2.0,6.0,4.0,2.8333333333333335,1.1111111111111112,2.0,66.0,162.0,96.0,91.16666666666667,33.55555555555556,66.0,1.61,3.44,1.8299999999999998,2.955,0.6466666666666666,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8333333333333335,1.5555555555555554,4.0,0.0,4.0,4.0,0.6666666666666666,1.111111111111111,0.0,0.0,14.0,14.0,2.3333333333333335,3.8888888888888893,0.0,3.0,20.0,17.0,7.833333333333333,4.055555555555555,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1666666666666665,0.9444444444444443,2.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.1666666666666665,1.5555555555555554,2.0,9.105,16.48,7.375,11.491666666666667,3.1822222222222223,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555554,12.0
mp-6525,NaSn2(PO4)3,3.3552,-2.529182972794856,Na1 Sn2 P3 O12,8.0,50.0,42.0,14.0,8.333333333333334,8.0,2.0,87.0,85.0,80.83333333333333,8.944444444444448,87.0,15.9994,118.71,102.7106,30.295769737777775,19.87360414567901,15.9994,54.8,505.08,450.28,166.14055555555558,148.4540740740741,54.8,1.0,16.0,15.0,14.777777777777779,1.7037037037037033,16.0,2.0,5.0,3.0,2.5555555555555554,0.7407407407407407,2.0,66.0,166.0,100.0,86.5,27.333333333333332,66.0,0.93,3.44,2.51,2.927777777777778,0.6829629629629629,3.44,1.0,2.0,1.0,1.9444444444444444,0.1049382716049383,2.0,0.0,4.0,4.0,3.388888888888889,0.8148148148148148,4.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,6.444444444444445,1.6790123456790127,6.0,0.0,1.0,1.0,0.05555555555555555,0.10493827160493827,0.0,0.0,4.0,4.0,2.2777777777777777,0.6234567901234568,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.3333333333333335,0.5925925925925927,2.0,9.105,33.285,24.179999999999996,15.154669312161111,8.066225749548147,9.105,0.0,1.625,1.625,0.2708333333333333,0.4513888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,36.72222222222222,44.53703703703704,12.0
mp-22220,LaLuO3,4.452500000000001,-3.988481201333332,La1 Lu1 O3,8.0,71.0,63.0,30.4,26.879999999999995,8.0,13.0,87.0,74.0,63.0,28.8,87.0,15.9994,174.9668,158.9674,72.374094,67.64963279999999,15.9994,54.8,1936.0,1881.2,658.6800000000001,724.6560000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,207.0,141.0,118.4,62.879999999999995,66.0,1.1,3.44,2.34,2.5380000000000003,1.0823999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,17.0,14.0,7.6,3.7599999999999993,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.8,3.3599999999999994,2.0,9.105,36.8975,27.7925,18.6155,11.412600000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.0007190720000000001,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0
mp-22352,Ba3InRu2O9,0.0,-2.261919185444445,Ba3 In1 Ru2 O9,8.0,56.0,48.0,25.133333333333333,20.56,8.0,9.0,87.0,78.0,66.46666666666667,25.777777777777775,87.0,15.9994,137.327,121.3276,58.19557333333333,50.63540799999999,15.9994,54.8,2607.0,2552.2,609.13,689.1133333333333,54.8,2.0,16.0,14.0,11.933333333333334,5.022222222222222,16.0,2.0,6.0,4.0,3.4,1.6800000000000002,2.0,66.0,215.0,149.0,111.53333333333333,54.63999999999999,66.0,0.89,3.44,2.55,2.6540000000000004,0.9431999999999998,3.44,1.0,2.0,1.0,1.8666666666666667,0.2311111111111111,2.0,0.0,4.0,4.0,2.466666666666667,1.84,4.0,0.0,10.0,10.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,5.933333333333334,1.5733333333333333,6.0,0.0,1.0,1.0,0.13333333333333333,0.23111111111111113,0.0,0.0,5.0,5.0,1.5333333333333334,1.0222222222222221,2.0,0.0,3.0,3.0,0.4,0.6933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.066666666666667,0.9066666666666667,2.0,9.105,63.59,54.485,21.599666666666668,17.150844444444445,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,88.13333333333334,91.36,12.0
mp-6560,KSO2F,3.9815,-2.180598777949999,K1 S1 O2 F1,8.0,19.0,11.0,12.0,4.4,8.0,3.0,93.0,90.0,71.6,27.440000000000005,87.0,15.9994,39.0983,23.0989,24.432100639999998,8.919639488000001,15.9994,53.5,388.36,334.86,177.598,147.87759999999997,54.8,1.0,17.0,16.0,13.2,4.880000000000001,16.0,2.0,4.0,2.0,2.6,0.72,2.0,57.0,203.0,146.0,99.4,43.68,66.0,0.82,3.98,3.16,2.852,0.9216000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.36,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.2,1.6799999999999997,6.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,2.0,2.0,1.4,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,73.1066666667,64.00166666669999,25.362208333339996,19.267650000007997,9.105,0.0,2.202,2.202,0.8343999999999999,1.00128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,67.6,65.52000000000001,12.0
mp-1103543,BaDyFe4O7,0.0,-2.183612622820512,Ba1 Dy1 Fe4 O7,8.0,66.0,58.0,21.692307692307693,14.745562130177515,8.0,9.0,87.0,78.0,66.84615384615384,21.70414201183432,87.0,15.9994,162.5,146.5006,48.861753846153846,35.39022721893491,15.9994,54.8,1811.0,1756.2,793.2769230769231,795.2828402366865,54.8,2.0,16.0,14.0,11.461538461538462,4.887573964497041,16.0,2.0,6.0,4.0,3.230769230769231,1.3254437869822486,2.0,66.0,215.0,149.0,107.46153846153847,44.650887573964496,66.0,0.89,3.44,2.55,2.5776923076923075,0.9286390532544379,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.1538461538461537,1.9881656804733727,4.0,0.0,6.0,6.0,1.8461538461538463,2.556213017751479,0.0,0.0,10.0,10.0,0.7692307692307693,1.4201183431952662,0.0,2.0,12.0,10.0,6.769230769230769,1.5621301775147929,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0769230769230769,0.9940828402366864,2.0,0.0,4.0,4.0,1.2307692307692308,1.7041420118343196,0.0,0.0,4.0,4.0,0.3076923076923077,0.5680473372781065,0.0,0.0,4.0,4.0,2.6153846153846154,1.0650887573964498,2.0,9.105,63.59,54.485,15.498846153846156,9.8203550295858,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6494347076923077,0.8992172875739646,0.0,12.0,229.0,217.0,109.46153846153847,104.95857988165682,12.0
mp-1178355,Er2TeO2,0.603499999999999,-3.336857639333332,Er2 Te1 O2,8.0,68.0,60.0,40.8,26.24,8.0,35.0,90.0,55.0,66.8,25.44,35.0,15.9994,167.259,151.25959999999998,98.82336,66.259168,15.9994,54.8,1770.0,1715.2,874.452,716.4384,54.8,3.0,16.0,13.0,10.8,6.24,3.0,2.0,6.0,4.0,4.2,1.7600000000000002,2.0,66.0,189.0,123.0,129.6,50.88,66.0,1.24,3.44,2.2,2.2920000000000003,0.9184000000000001,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,12.0,12.0,4.8,5.76,0.0,6.0,16.0,10.0,11.2,4.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,2.0,2.0,0.0,2.0,0.0,2.0,9.105,34.7633333333,25.658333333299996,22.828666666660002,10.978933333327998,9.105,0.0,0.464,0.464,0.09280000000000001,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,112.8,80.64000000000001,12.0
mp-17315,Zr3Tl2OF12,4.2570000000000014,-3.610966127870371,Zr3 Tl2 O1 F12,8.0,81.0,73.0,22.11111111111111,19.049382716049383,9.0,44.0,93.0,49.0,82.61111111111111,14.339506172839505,93.0,15.9994,204.3833,188.38389999999998,51.46771324444444,47.23333708641975,18.9984032,53.5,2128.0,2074.5,457.4888888888888,583.395061728395,53.5,4.0,17.0,13.0,14.333333333333334,3.7407407407407405,17.0,2.0,6.0,4.0,2.9444444444444446,1.3641975308641976,2.0,57.0,175.0,118.0,86.94444444444444,42.25308641975309,57.0,1.33,3.98,2.65,3.246111111111111,1.0000617283950617,3.98,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.6666666666666665,1.8148148148148147,5.0,0.0,10.0,10.0,1.4444444444444444,2.0864197530864197,0.0,0.0,14.0,14.0,1.5555555555555556,2.7654320987654324,0.0,4.0,27.0,23.0,8.666666666666666,4.0740740740740735,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3333333333333333,0.8888888888888888,1.0,0.0,8.0,8.0,1.3333333333333333,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.6666666666666665,2.2962962962962963,1.0,9.105,26.91,17.805,13.833333333333334,6.026481481481482,9.7075,0.0,1.97,1.97,1.3133333333333335,0.8755555555555554,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,64.55555555555556,71.91358024691358,15.0
mp-1080749,CsFeO2,1.976,-1.731291164913793,Cs1 Fe1 O2,8.0,55.0,47.0,24.25,16.25,8.0,5.0,87.0,82.0,58.5,28.5,87.0,15.9994,132.9054519,116.90605190000001,55.187312975,39.187912975,15.9994,54.8,1811.0,1756.2,555.5475,627.7262499999999,54.8,1.0,16.0,15.0,10.25,5.75,16.0,2.0,6.0,4.0,3.5,1.5,2.0,66.0,244.0,178.0,127.0,61.0,66.0,0.79,3.44,2.65,2.375,1.065,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,1.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.25,2.125,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,9.105,115.765,106.66,36.17625,39.794375,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,12.0,229.0,217.0,120.5,108.5,12.0
mp-3831,SmPO4,5.8438,-3.467471649523798,Sm1 P1 O4,8.0,62.0,54.0,18.166666666666668,14.611111111111112,8.0,23.0,87.0,64.0,75.66666666666667,17.555555555555554,87.0,15.9994,150.36,134.3606,40.88856033333334,36.49047988888889,15.9994,54.8,1345.0,1290.2,313.5833333333333,345.0444444444444,54.8,3.0,16.0,13.0,13.666666666666666,3.555555555555556,16.0,2.0,6.0,4.0,2.8333333333333335,1.1111111111111112,2.0,66.0,198.0,132.0,94.83333333333333,38.44444444444444,66.0,1.17,3.44,2.27,2.8533333333333335,0.7822222222222223,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,5.0,8.0,3.0,6.166666666666667,0.6111111111111113,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.3333333333333333,2.222222222222222,0.0,2.0,8.0,6.0,3.1666666666666665,1.611111111111111,2.0,9.105,33.23,24.124999999999996,15.370039682533333,8.353386243377777,9.105,0.0,1.625,1.625,0.2708333333333333,0.45138888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0,164.0,36.0,43.333333333333336,12.0
mp-761341,TiVO4,1.1814,-2.960710096805556,Ti1 V1 O4,8.0,23.0,15.0,12.833333333333334,6.4444444444444455,8.0,43.0,87.0,44.0,72.83333333333333,18.88888888888889,87.0,15.9994,50.9415,34.942099999999996,27.134349999999998,14.8466,15.9994,54.8,2183.0,2128.2,723.8666666666667,892.0888888888888,54.8,4.0,16.0,12.0,12.166666666666666,5.111111111111112,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,160.0,94.0,96.16666666666667,40.22222222222222,66.0,1.54,3.44,1.9,2.8216666666666668,0.8244444444444444,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,0.8333333333333334,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.5,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,8.0,8.0,2.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8333333333333335,2.444444444444444,2.0,9.105,16.69,7.585000000000001,11.020000000000001,2.5533333333333337,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.75555555555e-06,6.25925925925e-06,0.0,12.0,229.0,217.0,78.5,88.66666666666667,12.0
mp-1218846,Sr2CoRuO6,0.0,-2.122513607,Sr2 Co1 Ru1 O6,8.0,44.0,36.0,19.5,13.8,8.0,8.0,87.0,79.0,65.2,26.160000000000004,87.0,15.9994,101.07,85.0706,43.1239595,32.5494714,15.9994,54.8,2607.0,2552.2,680.38,750.696,54.8,2.0,16.0,14.0,11.7,5.16,16.0,2.0,5.0,3.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,105.8,47.760000000000005,66.0,0.95,3.44,2.49,2.662,0.9335999999999999,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.7,1.48,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9,0.76,2.0,9.105,54.23,45.125,18.6845,14.2182,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,12.0,225.0,213.0,91.0,94.8,12.0
mp-6564,Sr2MgSi2O7,4.495900000000001,-3.398849896666666,Sr2 Mg1 Si2 O7,8.0,38.0,30.0,14.333333333333334,7.888888888888888,8.0,8.0,87.0,79.0,70.75,21.375,87.0,15.9994,87.62,71.62060000000001,30.642650000000003,18.99245,15.9994,54.8,1687.0,1632.2,565.0500000000001,595.2916666666666,54.8,2.0,16.0,14.0,12.166666666666666,5.083333333333334,16.0,2.0,5.0,3.0,2.75,0.875,2.0,66.0,195.0,129.0,101.25,41.125,66.0,0.95,3.44,2.49,2.590833333333333,0.9906944444444444,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.666666666666667,1.5555555555555554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8333333333333333,0.9166666666666669,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8333333333333333,0.9166666666666669,2.0,9.105,54.23,45.125,19.663749999999997,12.318541666666667,9.105,0.0,0.773,0.773,0.12883333333333333,0.21472222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,98.5,100.91666666666667,12.0
mp-20273,Ca3PbO,0.0,-1.689312636999997,Ca3 Pb1 O1,8.0,82.0,74.0,30.0,20.8,20.0,7.0,87.0,80.0,37.8,36.96,7.0,15.9994,207.2,191.20059999999998,68.68668,55.405328,40.078,54.8,1115.0,1060.2,800.0820000000001,377.9016,1115.0,2.0,16.0,14.0,7.2,6.24,2.0,2.0,6.0,4.0,4.0,0.8,4.0,66.0,176.0,110.0,148.0,33.6,176.0,1.0,3.44,2.44,1.754,0.9048,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.2,1.44,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,28.0,26.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2,1.44,0.0,9.105,37.77,28.665000000000003,30.105,9.198000000000002,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,182.4,68.16,225.0
mp-19225,FeAgO2,1.148499999999999,-1.219109076041666,Fe1 Ag1 O2,8.0,47.0,39.0,22.25,14.25,8.0,55.0,87.0,32.0,73.5,13.5,87.0,15.9994,107.8682,91.86880000000001,48.928,32.9286,15.9994,54.8,1811.0,1756.2,788.8825,734.0825,54.8,8.0,16.0,8.0,12.75,3.25,16.0,2.0,5.0,3.0,3.25,1.25,2.0,66.0,145.0,79.0,102.25,36.25,66.0,1.83,3.44,1.6099999999999999,2.66,0.78,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.75,1.75,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,9.105,16.33,7.224999999999998,11.317499999999999,2.5062499999999988,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,12.0,229.0,217.0,119.5,107.5,12.0
mp-1205691,Ba2ZnOsO6,0.0,-2.295212536999999,Ba2 Zn1 Os1 O6,8.0,76.0,68.0,26.6,22.32,8.0,9.0,87.0,78.0,66.6,24.96,87.0,15.9994,190.23,174.23059999999998,62.62604,55.95196799999999,15.9994,54.8,3306.0,3251.2,632.748,693.5376,54.8,2.0,16.0,14.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,215.0,149.0,109.2,51.84000000000001,66.0,0.89,3.44,2.55,2.627,0.9756,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,1.6,2.56,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,2.0,22.0,20.0,7.4,3.8400000000000007,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9600000000000002,2.0,9.105,63.59,54.485,20.986,17.0416,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0
